Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
TheLoneWanderer84,749817979,57,2,55,46702,Padme G0 0* JKA G11 5* Ahsoka G12 GK G1 5* GMY G11
Ghosty,595763532,67,6,61,39310,Padme G0 0* JKA G11 Ahsoka G9 GK G1 5* GMY G8 5*
Relaysbtww,134245445,56,12,44,62603,Padme G0 0* JKA G11 5* Ahsoka G11 GK G8 5* GMY R3
Shula Taka,185498168,68,10,58,40432,Padme G1 5* JKA G8 Ahsoka G11 GK G1 5* GMY G11
Berosin,281831893,75,23,52,55672,Padme G9 6* JKA G10 6* Ahsoka G9 GK G9 6* GMY G1
Zac,291513384,78,10,68,21509,Padme G0 0* JKA G5 4* Ahsoka G7 GK G3 5* GMY G7
Aaron,329331261,49,5,44,74985,Padme G1 JKA R1 Ahsoka G12 GK G1 5* GMY
BobOfDeath,917664227,61,7,54,52099,Padme G0 0* JKA G12 Ahsoka G12 GK G0 0* GMY G12
Shady,672269869,68,1,67,24560,Padme G0 0* JKA G8 5* Ahsoka G8 GK G1 5* GMY G6
Arne,578335228,69,12,57,42678,Padme G0 0* JKA G8 5* Ahsoka G12 GK G1 5* GMY G12
Tam Elyod,569938181,71,1,70,17034,Padme G0 0* JKA G8 2* Ahsoka G7 GK G0 0* GMY G5 5*
Sting,641185348,63,12,51,57297,Padme G6 JKA G11 Ahsoka G10 GK G0 0* GMY G12
Force User,974974266,60,24,36,76836,Padme G7 JKA G12 Ahsoka G12 GK G7 GMY R3
DaishoEFX,363918329,66,2,64,30145,Padme G0 0* JKA G8 5* Ahsoka G8 GK G0 0* GMY G10
Bobert,768494478,70,2,68,24010,Padme G1 5* JKA G7 5* Ahsoka G7 GK G1 5* GMY G6
MasterOfCheese,312975262,80,17,63,36055,Padme G0 0* JKA G12 Ahsoka G8 GK G0 0* GMY G7
TesTer,968426252,82,9,73,23190,Padme G0 0* JKA G8 6* Ahsoka G9 GK G0 0* GMY G0 0*
OUR REPUBLIC,171143328,64,23,41,72955,Padme G9 5* JKA G12 Ahsoka G8 GK G8 5* GMY G12
Hersh Bathens,833316759,83,19,64,22477,Padme G0 0* JKA G3 1* Ahsoka G7 GK G8 5* GMY G8 5*
Kwagmyer,873997293,64,11,53,43558,Padme G7 6* JKA G8 5* Ahsoka G10 GK G1 5* GMY G11
JediMasterKenobi,151953838,0,0,0,150348,Padme JKA Ahsoka GK GMY
Jinx Mol,582363912,70,24,46,58846,Padme G0 0* JKA Ahsoka GK G0 0* GMY G8
DArThMÂu,499538531,69,2,67,24786,Padme G0 0* JKA G6 4* Ahsoka G8 GK G1 5* GMY G8
masterjuju,127668129,63,18,45,71027,Padme G10 JKA G11 Ahsoka G12 GK G0 0* GMY G12
CalonBundle,873746158,82,17,65,22943,Padme G0 0* JKA G8 5* Ahsoka G8 GK G1 5* GMY G8 5*
Ben,462878161,74,8,66,29331,Padme G0 0* JKA G11 5* Ahsoka G12 GK G0 0* GMY G1 5*
Meatshield,551871365,73,2,71,27061,Padme G0 0* JKA G10 5* Ahsoka G8 GK G0 0* GMY G1
CPTBaerchen,758913198,71,2,69,29044,Padme G0 0* JKA G9 5* Ahsoka G10 GK G1 5* GMY G1
Beyonder,346469883,87,3,84,3269,Padme G0 0* JKA G4 1* Ahsoka G2 5* GK G0 0* GMY G0 0*
TritiumExitium,837564524,84,18,66,25931,Padme G0 0* JKA G8 5* Ahsoka G8 GK G0 0* GMY G8 5*
Skippykgt,269875868,56,0,56,61269,Padme G8 JKA G9 6* Ahsoka G7 GK G9 GMY G1 5*
RealFTPCalon,145987613,86,4,82,5656,Padme G0 0* JKA G4 4* Ahsoka G4 3* GK G0 0* GMY G0 0*
Mol Eliza,325466518,77,4,73,10057,Padme G0 0* JKA G7 4* Ahsoka G3 2* GK G1 5* GMY G6 5*
Keltenking,549247349,74,10,64,31117,Padme G8 JKA G8 6* Ahsoka G9 GK G0 0* GMY G1 5*
Kasa Khaar,554238894,73,7,66,18989,Padme G7 5* JKA G8 5* Ahsoka G8 5* GK G0 0* GMY G1 5*
PP,794133782,67,6,61,27367,Padme G6 JKA G8 5* Ahsoka G8 GK G0 0* GMY G7 5*
Wolfpack 104,442963319,82,5,77,13685,Padme G0 0* JKA G6 6* Ahsoka G7 GK G0 0* GMY G0 0*
krunieph pepington II,322562639,79,2,77,8644,Padme G0 0* JKA G6 4* Ahsoka G6 5* GK G1 5* GMY G0 0*
tinyRuKaRoN,982737831,80,8,72,12955,Padme G0 0* JKA G6 4* Ahsoka G6 GK G6 5* GMY G0 0*
Will Gallivan,498213445,59,2,57,52895,Padme G1 5* JKA G12 Ahsoka G12 GK G0 0* GMY G8
Kruineph Pepington,973751548,7,0,7,129509,Padme R4 JKA Ahsoka G12 GK GMY
StringBean,542541878,68,0,68,17746,Padme G0 0* JKA G8 5* Ahsoka G8 5* GK G0 0* GMY G6 5*
Sioncent,885616463,58,9,49,56095,Padme G7 6* JKA G11 Ahsoka G11 GK G1 5* GMY G11
Szorlyss,796128411,66,0,66,22053,Padme G0 0* JKA G9 5* Ahsoka G10 5* GK G0 0* GMY G5 5*
Hanz Tano,291814758,43,1,42,78278,Padme G7 6* JKA G11 Ahsoka G12 GK G0 0* GMY
Mol Eliza,456722981,76,0,76,9513,Padme G0 0* JKA G4 2* Ahsoka G3 5* GK G0 0* GMY G7 5*
Tak Varen,866389232,84,11,73,14809,Padme G0 0* JKA G5 3* Ahsoka G8 GK G4 5* GMY G0 0*
Anything goes,182228941,64,0,64,40819,Padme G0 0* JKA G8 Ahsoka G8 GK G0 0* GMY G10
