Name,Ally Code,Account TZ per swgoh (player reset time zone),GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Leia Organa,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Gilberdere",855471613,0,6613780,3652385,2961395,123,155,101,386,2154728,1494704,84,12,367,2,244,47,81,101,123,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,15,9,9
"Ajunta Pall",992141888,-6,7951239,4601336,3349903,137,86,142,526,2638049,1962611,90,20,668,4,260,97,135,150,167,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,22,9,9
"SirCrazyPhil",985641597,2,7075547,3949823,3125724,126,24,182,469,2196764,1740750,88,9,492,3,258,76,97,137,144,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,17,9,8
"Jojo",917122652,-5,5513534,3213264,2300270,139,91,72,458,1834498,1357105,46,9,339,1,186,40,83,102,130,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,10,5,5
"Axel Kennedy",358543737,0,7090795,4317191,2773604,155,134,43,473,2523322,1788261,83,21,499,2,235,67,105,131,154,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,19,11,12
"MrRevan",556951466,-3,8686612,5042625,3643987,138,29,78,513,2816019,2219699,151,32,732,5,272,105,146,154,177,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,21,7,9
"AgentOfChaos",718699874,0,5254017,2791739,2462278,113,-36,35,303,1514892,1275832,47,5,233,1,221,40,44,69,90,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,10,6,2
"Kliff Fuser",891864244,-8,6282871,3518845,2764026,127,112,35,519,2039638,1478531,70,11,497,2,233,67,110,117,129,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,10,5,3
"Dark",752462989,0,6552089,3885979,2666110,145,-372,371,534,1786932,2099047,157,12,532,2,198,74,111,133,146,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,21,11,8
"Nimbulus",181256629,1,6014967,3426561,2588406,132,166,94,385,2030810,1393314,79,13,300,2,211,44,65,107,118,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,16,9,9
