Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Chatty,623332958,6,4,2,130866,Padme JKA Ahsoka GK GMY R3
Giran Kenor Twitchin,441134558,12,12,0,151712,Padme JKA Ahsoka GK GMY
T boy 3,259354979,3,2,1,149259,Padme JKA Ahsoka R4 GK GMY
MINI DarthSmit,928261287,10,6,4,145951,Padme R3 JKA Ahsoka R3 GK GMY
mystic kai,895242639,6,0,6,139726,Padme JKA Ahsoka G12 GK GMY
Nall1986,557293475,0,0,0,154337,Padme JKA Ahsoka GK GMY
Nova51,713489383,0,0,0,151511,Padme JKA Ahsoka GK GMY
DragonMaster007,138339774,15,13,2,137079,Padme JKA Ahsoka GK GMY R3
ManõWar,718134452,1,0,1,135902,Padme JKA Ahsoka R4 GK GMY
AndySkywalker,347134145,0,0,0,156810,Padme JKA Ahsoka GK GMY
Lex Naga,744987494,20,8,12,126166,Padme JKA Ahsoka G12 GK GMY G12
Force Wielding Caveman,121617387,1,1,0,154154,Padme JKA Ahsoka GK GMY
Dakaf Fyrewalker,319311646,0,0,0,164905,Padme JKA Ahsoka GK GMY
Jacke Aiche,269852122,21,9,12,138500,Padme G12 JKA Ahsoka G12 GK GMY
CaptainRecker,664645297,26,20,6,139073,Padme G12 JKA Ahsoka GK GMY
FedeRox,753788473,67,55,12,122998,Padme G12 JKA Ahsoka R3 GK R3 GMY R3
CT 7567,349191421,12,12,0,142496,Padme JKA Ahsoka GK GMY
Greg,468297123,39,15,24,100615,Padme G8 JKA Ahsoka G12 GK R3 GMY G12
CC 5576,854419318,0,0,0,142753,Padme JKA Ahsoka GK GMY
CT 5555,814919958,12,12,0,142611,Padme JKA Ahsoka GK GMY
MrsCrow,644614815,57,3,54,55342,Padme G0 0* JKA G12 Ahsoka G11 GK G1 GMY G12
Jet Maxwell III,297794728,9,3,6,148886,Padme JKA Ahsoka G12 GK GMY
Mast3r,358438749,16,9,7,141909,Padme G12 JKA Ahsoka R4 GK GMY
Beskar is Back,388193425,60,12,48,57388,Padme G12 JKA G11 5* Ahsoka G10 GK G8 GMY G1
MINI Flash Wayne,298613176,7,1,6,137318,Padme JKA Ahsoka GK GMY G12
XavierSpud's Demonslayer,136937923,7,4,3,147764,Padme R2 JKA Ahsoka GK GMY
Giran Twitchin,214195595,24,18,6,124856,Padme JKA Ahsoka GK GMY G12
ChrisCarter,399125674,12,0,12,126840,Padme R3 JKA Ahsoka R3 GK R3 GMY G12
Hotdog,223445887,39,2,37,79444,Padme G9 JKA Ahsoka G10 GK G8 GMY G8
Vaders Wrath,529633452,0,0,0,157085,Padme JKA Ahsoka GK GMY
D Money,154714722,21,6,15,124568,Padme R2 JKA Ahsoka R2 GK R2 GMY G12
BringMeTheWookie,678365692,1,0,1,152783,Padme JKA Ahsoka R4 GK GMY
Mortus,647791474,22,0,22,114379,Padme G8 JKA Ahsoka G12 GK G12 GMY
Swagfrog4,564259685,27,4,23,103017,Padme G12 JKA G11 Ahsoka R3 GK R3 GMY G12
Drew Rosario,598889756,66,14,52,37165,Padme G7 5* JKA G10 Ahsoka G7 GK G7 5* GMY G7
J48W,444427259,0,0,0,148991,Padme JKA Ahsoka GK GMY
Dereckgotstrong,586586992,6,0,6,138491,Padme JKA Ahsoka G12 GK GMY
Łord Thragg,434287123,0,0,0,151338,Padme JKA Ahsoka GK GMY
MINI PhantomSilky,896689927,0,0,0,145866,Padme JKA Ahsoka GK GMY
KageSkywalker,616323741,0,0,0,153664,Padme JKA Ahsoka GK GMY
Mol Eliza Furys Fist,516818155,0,0,0,136298,Padme JKA Ahsoka GK GMY
Levka Fae,613883238,0,0,0,151140,Padme JKA Ahsoka GK GMY
Eclipt,336197782,10,3,7,137177,Padme R4 JKA Ahsoka G12 GK GMY
Anikan has no high ground,391842882,0,0,0,149617,Padme JKA Ahsoka GK GMY
DBking,552681563,6,0,6,128209,Padme R3 JKA Ahsoka R3 GK GMY R3
Ocin,816683245,15,0,15,119678,Padme JKA R3 Ahsoka R2 GK R2 GMY G11
Willy,548893168,16,0,16,130823,Padme G12 JKA G12 Ahsoka R1 GK GMY
CC 2224,455353329,0,0,0,142736,Padme JKA Ahsoka GK GMY
McGʉffιη,474274391,8,0,8,140204,Padme R3 JKA Ahsoka G12 GK GMY
Bizurker,856972599,0,0,0,143755,Padme JKA Ahsoka GK GMY
