Player,Ally Code,Current Gear Needed,Team
TMONEY,673871277,6,L1 Old Republic: JKR BS Jolee Mission G9 Zaalbar G9
TMONEY,673871277,5,L1 BH: Boba Jango Cad The Mandalorian G9 Greedo G10
Tahl Rexick,834776681,7,L1 BH: Boba G9 Jango Cad The Mandalorian G8 Embo
Little Porg,489586157,8,L1 Old Republic: JKR BS G11 Jolee G11 Mission G9 Zaalbar G9
Kizz,346434263,2,L2 Old Republic: JKR BS Jolee Mission Zaalbar G12
Kizz,346434263,3,L1 BH: Boba Jango Cad The Mandalorian Greedo G9
Kizz,346434263,5,L0 Jawas: Nebit G7 Jawa Engineer G7 Jawa Scavenger G7 Dathcha G7 Jawa G7 5*
Kale Raxl,428441352,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
Kale Raxl,428441352,4,L1 BH: Boba Jango Cad The Mandalorian G8 Greedo
Kale Raxl,428441352,10,L2 Jawas: Nebit G12 Jawa Engineer G12 Jawa Scavenger G12 Dathcha G12 Jawa G12
Kale Raxl,428441352,1,L0 Tuskens: Tusken Chieftain 3* Tusken Raider Tusken Shaman Tusken Warrior 3* URoRRuR'R'R
Kai Dannik,378913252,2,L1 Old Republic: JKR BS Jolee Mission G11 Zaalbar G11
Kai Dannik,378913252,10,L2 BH: Boba G12 Jango G12 Cad G12 The Mandalorian G12 Embo G12
