Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Millz20,684712353,54,54,0,147580,Padme JKA Ahsoka GK GMY
Gloom Walker,516227655,39,26,13,118241,Padme G12 JKA Ahsoka R4 GK GMY G12
The JLS,647474141,61,39,22,115915,Padme G12 JKA G12 Ahsoka GK GMY G8
Millz,332392187,30,6,24,114634,Padme G12 JKA G12 Ahsoka G12 GK GMY G12
Zar Anduli,889632856,60,50,10,122882,Padme R3 JKA R3 Ahsoka R3 GK R3 GMY R3
Trav,146343631,51,50,1,135165,Padme JKA Ahsoka R4 GK GMY
Jose Longo,633696187,37,37,0,136053,Padme JKA Ahsoka GK GMY
Naga Sadów,936392725,46,13,33,86200,Padme G7 JKA G12 Ahsoka G12 GK G8 GMY
KingKrille,295729596,42,39,3,130901,Padme JKA R4 Ahsoka R3 GK GMY
Untamed Sloth,741217131,65,38,27,99344,Padme G13 JKA R1 Ahsoka R1 GK G13 GMY G9
MINI Techno Union,648966762,45,16,29,97653,Padme G8 JKA Ahsoka G12 GK G12 GMY G11
Danja,583496927,19,16,3,134510,Padme JKA R3 Ahsoka GK GMY R4
Jannah Longo,482599677,52,22,30,108016,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Bakufett,152667675,67,50,17,110881,Padme R4 JKA G3 3* Ahsoka R4 GK GMY
Mulleg,193362682,61,26,35,78884,Padme G8 JKA G6 5* Ahsoka G11 GK G12 GMY
MatejC,759526265,64,37,27,93810,Padme G12 JKA R3 Ahsoka G12 GK G11 6* GMY G12
Tantema Garnik,788233588,57,12,45,75098,Padme G1 JKA G1 Ahsoka G7 GK GMY
Peepeepoopooman,827513585,63,17,46,65910,Padme G5 JKA G8 6* Ahsoka G11 GK G8 GMY G12
Bski,938232767,0,0,0,142226,Padme JKA Ahsoka GK GMY
Gerehe Zosma,441557869,68,25,43,58175,Padme G8 JKA G9 5* Ahsoka G8 GK G10 GMY G12
Sneaky Soy Boy 123,494765873,70,17,53,63876,Padme G1 JKA G9 6* Ahsoka G8 GK G7 GMY G12
MrPickles,237175899,57,27,30,93173,Padme G7 6* JKA G12 Ahsoka G12 GK G11 GMY
YeeterSkeeter,819259195,60,46,14,120177,Padme R3 JKA R3 Ahsoka R3 GK R3 GMY G12
SirSchuSchu,863647631,1,1,0,143268,Padme JKA Ahsoka GK GMY
Bobmaloogax5,993486218,37,36,1,138143,Padme JKA R4 Ahsoka GK GMY
j13hall13,662956843,26,20,6,130928,Padme JKA Ahsoka G12 GK GMY
blactastic,281334117,80,68,12,117904,Padme R3 JKA R3 Ahsoka R3 GK GMY G12
Stahzo,647615227,20,2,18,119815,Padme G12 JKA G12 Ahsoka G12 GK GMY
Willey,136186513,0,0,0,134951,Padme JKA Ahsoka GK GMY
Valektra Jetberg,661932482,50,6,44,73660,Padme G7 6* JKA G8 6* Ahsoka G12 GK G7 GMY G12
wookieguy69,912381174,31,9,22,109075,Padme R3 JKA G12 Ahsoka G12 GK R3 GMY G12
canth reed,552172719,80,6,74,18127,Padme G0 0* JKA G8 5* Ahsoka G7 GK G0 0* GMY G1 5*
Sam,218527368,55,28,27,94879,Padme G12 JKA R3 Ahsoka G12 GK G12 GMY G11
Schmidty2318,419954121,81,73,8,125521,Padme R3 JKA Ahsoka R3 GK R3 GMY R3
Gundam Viver,278185814,55,0,55,59954,Padme G1 JKA G1 4* Ahsoka G9 GK G12 GMY G12
TRICKSHOT,436272696,54,14,40,74326,Padme G7 JKA G12 Ahsoka G8 GK G11 6* GMY G12
FunkyWizard,217482916,33,0,33,92453,Padme G9 JKA G12 Ahsoka G12 GK G12 GMY G12
DereckRM13,966819857,72,0,72,17030,Padme G0 0* JKA G6 4* Ahsoka G4 6* GK G4 6* GMY G4 6*
Brizz,214666834,82,0,82,2321,Padme G0 0* JKA G4 1* Ahsoka G4 3* GK G0 0* GMY G0 0*
BigCon,715466673,70,0,70,25312,Padme G0 0* JKA G7 Ahsoka G9 GK G0 0* GMY G4
BbqBeru,298712984,36,0,36,83001,Padme G10 6* JKA G11 Ahsoka G11 GK G11 5* GMY G11
Bountyy,964856849,63,0,63,40846,Padme G1 JKA G9 Ahsoka G8 GK G1 6* GMY G8
Kenn Skirata,446373369,65,45,20,109454,Padme JKA Ahsoka R3 GK R3 GMY G2
Mol Eliza,669656989,54,0,54,65264,Padme G2 6* JKA G8 Ahsoka G8 GK G6 GMY G12
lucathepuka,812752189,83,6,77,18572,Padme G0 0* JKA G3 1* Ahsoka G8 GK G1 5* GMY G1
Abra,184464142,44,0,44,81858,Padme G9 JKA G10 Ahsoka G8 GK G8 GMY G11
B,948356963,63,61,2,132460,Padme JKA Ahsoka GK GMY R3
DarthTalon,387869794,7,0,7,129404,Padme R4 JKA Ahsoka R1 GK R4 GMY R4
Megared,155754252,8,0,8,135634,Padme R4 JKA Ahsoka G12 GK GMY R4
Dark Shawi,144245956,51,23,28,94513,Padme G8 JKA G7 6* Ahsoka G12 GK R4 GMY
