Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Bytor Snowdog,656997348,0,0,0,158899,Padme JKA Ahsoka GK GMY
Thux Kraç,146561726,0,0,0,144591,Padme JKA Ahsoka GK GMY
CptBlackBush,888364832,8,7,1,153305,Padme R4 JKA Ahsoka GK GMY
DarkCoitus,825389354,0,0,0,151126,Padme JKA Ahsoka GK GMY
Crazaig,689688922,1,0,1,138574,Padme JKA Ahsoka GK GMY R4
Jaycop,322352622,14,11,3,143987,Padme JKA R2 Ahsoka GK GMY
Leo the lion,312994299,0,0,0,158618,Padme JKA Ahsoka GK GMY
Jan Dodonna GAT,482748136,6,6,0,154064,Padme JKA Ahsoka GK GMY
Delmon Enz,467248887,11,8,3,151779,Padme JKA Ahsoka R2 GK GMY
Six,992469319,14,8,6,136359,Padme JKA Ahsoka GK GMY G12
Ozzy,574547774,2,0,2,135056,Padme JKA R3 Ahsoka GK GMY
tallon karrde,623616269,4,4,0,144558,Padme JKA Ahsoka GK GMY
Cruzman,962295923,2,2,0,157480,Padme JKA Ahsoka GK GMY
Tyson,358865491,17,12,5,142503,Padme JKA Ahsoka GK GMY G13
ReveNeveR,436444241,2,2,0,151994,Padme JKA Ahsoka GK GMY
JasTarter Too,234764733,1,1,0,139632,Padme JKA Ahsoka GK GMY
Hashslingingslasher,778222546,16,9,7,141142,Padme G13 JKA Ahsoka R3 GK GMY
Hoyt Nitrum,428494676,1,1,0,155820,Padme JKA Ahsoka GK GMY
Jastarter,476181546,6,0,6,138066,Padme JKA G12 Ahsoka GK GMY
Crusader5454,884293376,5,5,0,153940,Padme JKA Ahsoka GK GMY
Andhur P'hul,625285383,1,1,0,153892,Padme JKA Ahsoka GK GMY
The Dude,668946646,8,8,0,157447,Padme JKA Ahsoka GK GMY
Darthraki,884776838,0,0,0,148602,Padme JKA Ahsoka GK GMY
JakeBum,554665654,0,0,0,145415,Padme JKA Ahsoka GK GMY
Haus Junge,687721517,3,1,2,145080,Padme R4 JKA Ahsoka R4 GK GMY
MrsBlueprints,651313237,0,0,0,160190,Padme JKA Ahsoka GK GMY
Papadapalous,782987592,1,1,0,157021,Padme JKA Ahsoka GK GMY
Crocodile Dundee,354318791,0,0,0,151175,Padme JKA Ahsoka GK GMY
TheMonikon,423522555,9,9,0,137225,Padme JKA Ahsoka GK GMY
Will Shakespeare,863487143,0,0,0,157842,Padme JKA Ahsoka GK GMY
Bobby0350,414725423,38,38,0,146256,Padme JKA Ahsoka GK GMY
SWfan114,551549951,12,10,2,149060,Padme JKA Ahsoka R3 GK GMY
Makashi II,145923722,0,0,0,145132,Padme JKA Ahsoka GK GMY
Pilgrims Plague,756648931,0,0,0,159748,Padme JKA Ahsoka GK GMY
Obi Bonz Kenobie,948124219,2,0,2,144656,Padme R4 JKA R4 Ahsoka GK GMY
Alias Nome,113955439,8,8,0,136590,Padme JKA Ahsoka GK GMY
Hima Glowbin,529813421,0,0,0,139776,Padme JKA Ahsoka GK GMY
SMKBlueprints,446175187,25,12,13,122622,Padme G12 JKA G12 Ahsoka R4 GK GMY
DarthDado,773529376,10,7,3,143507,Padme R4 JKA Ahsoka R3 GK GMY
Tad,418829766,1,1,0,154620,Padme JKA Ahsoka GK GMY
Bato Kido,464953624,10,10,0,147011,Padme JKA Ahsoka GK GMY
maddoghansen,352978245,0,0,0,161109,Padme JKA Ahsoka GK GMY
DarthDarth,169543185,3,3,0,143124,Padme JKA Ahsoka GK GMY
Marka Ragnos,777799968,9,7,2,144544,Padme JKA Ahsoka R4 GK R4 GMY
