Player,Ally Code,Current Gear Needed,Team
NLEchopper,974353385,3,L0 Old Republic: JKR BS Jolee Mission G6 Zaalbar G7
AvGPuD,545584614,4,L1 Old Republic: JKR BS Jolee Mission G8 Zaalbar
Sans,156217258,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
Sans,156217258,4,L2 BH: Boba Jango Cad The Mandalorian G12 Greedo G12
Belrosa,983233755,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8
Belrosa,983233755,1,L0 Old Republic: JKR BS Jolee Mission G7 Zaalbar
Dart Leon,356126651,8,L1 Carth: Carth Onasi Mission G8 6* Zaalbar G9 6* Canderous G11 T3-M4
Leopald Strauss,174578724,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8 5*
Hdwolf,445881368,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
Hdwolf,445881368,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8
ACheekyWolf,515499798,4,L1 Old Republic: JKR BS Jolee Mission G8 Zaalbar
DarthTenebrous,541431649,2,L0 Old Republic: JKR BS Jolee Mission G7 Zaalbar G7
DarthTenebrous,541431649,1,L0 BH: Boba Jango G7 Cad The Mandalorian Greedo
Arkay,991936212,6,L1 Old Republic: JKR BS Jolee Mission G8 Zaalbar G10
Arkay,991936212,3,L1 BH: Boba Jango Cad The Mandalorian Greedo G9
Arkay,991936212,11,L1 Jawas: Nebit G8 Jawa Engineer G10 Jawa Scavenger G11 Dathcha G9 Jawa G11
Arkay,991936212,1,L0 Maul: Maul The Mandalorian (Beskar Armor) Bo-Katan Canderous Armorer 4*
Darovit,296371155,7,L1 BH: Boba Jango G9 Cad The Mandalorian Greedo G8
hurtin Drebin,888342228,2,L0 Old Republic: JKR BS Jolee Mission G7 Zaalbar G7
hurtin Drebin,888342228,1,L0 BH: Boba Jango G7 Cad The Mandalorian Greedo
Khonshu II,183282721,13,L1 BH: Boba Jango G8 5* Cad G11 5* The Mandalorian G8 Greedo G8 5*
WhisKid,985344829,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8 6*
NamikazeNC,572225845,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8
Fallen,961276461,6,L5 Jabba: Jabba Boushh (Leia Organa) R5 Krrsantan R5 Skiff Guard (Lando Calrissian) R5 Boba
Fallen,961276461,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
Fallen,961276461,10,L1 Jawas: Nebit G10 Jawa Engineer G9 Jawa Scavenger G8 Dathcha G11 Jawa
Sonofskirata,457422143,6,L2 Old Republic: JKR BS Jolee G12 Mission G12 Zaalbar G12
Sonofskirata,457422143,1,L0 BH: Boba Jango Cad The Mandalorian Greedo G7
Sidonplays,192852549,2,L1 Old Republic: JKR BS Jolee G11 Mission Zaalbar G11
Sidonplays,192852549,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8
Patxi,649116583,19,L1 BH: Boba G9 Jango G8 Cad G8 5* The Mandalorian G8 Greedo G8 5*
Rodi,283859663,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
BillyHightower,984726749,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
BillyHightower,984726749,5,L1 Tuskens: Tusken Chieftain G9 Tusken Raider Tusken Shaman Tusken Warrior G10 URoRRuR'R'R
DarthSaleah,388916889,12,L1 BH: Boba G9 Jango Cad G10 The Mandalorian G9 Greedo G8 5*
DarthSaleah,388916889,1,L0 Old Republic: JKR BS Jolee Mission Zaalbar G7
DarthSnips,755865424,4,L1 Old Republic: JKR BS Jolee Mission G8 Zaalbar
Devlin,254626297,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8
Devlin,254626297,1,L0 Old Republic: JKR BS Jolee Mission G7 Zaalbar
Locke,632165118,6,L1 Old Republic: JKR BS Jolee G10 Mission G10 Zaalbar G10
gurbigurbi,456611257,2,L1 Old Republic: JKR BS Jolee G11 Mission G11 Zaalbar
Enecske,762615369,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
bluhoteyes,668698455,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8
bluhoteyes,668698455,3,L0 Old Republic: JKR BS Jolee G7 Mission G7 Zaalbar G7
Dhoor,853742526,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8 5*
Dhoor,853742526,1,L0 Old Republic: JKR BS Jolee Mission Zaalbar G7
J3d1 Wampa,233129389,3,L1 Old Republic: JKR BS Jolee Mission G11 Zaalbar G10
