Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Sylph,969146723,86,3,83,7288,Padme G0 0* JKA G2 1* Ahsoka G4 GK G1 5* GMY G0 0*
Edd Vadah,752936177,82,9,73,18274,Padme G0 0* JKA G8 5* Ahsoka G7 GK G1 5* GMY G1 5*
DarthShade,612692916,76,36,40,72880,Padme G1 6* JKA Ahsoka G12 GK G7 GMY G12
lolxd,177442627,70,34,36,74878,Padme G12 JKA G12 Ahsoka G10 GK G8 6* GMY G12
VoidedSouls24,896149329,46,13,33,87375,Padme G9 JKA G12 Ahsoka G12 GK G12 GMY G12
Nitz,991936212,0,0,0,151643,Padme JKA Ahsoka GK GMY
RichmalTheReborn,575915113,88,0,88,6177,Padme G0 0* JKA G1 5* Ahsoka G1 GK G0 0* GMY G0 0*
Chaotik,726473466,75,8,67,30382,Padme G0 0* JKA G1 1* Ahsoka G8 GK G8 6* GMY G6
Grant1913,853288313,74,14,60,32874,Padme G0 0* JKA G8 4* Ahsoka G4 5* GK G8 6* GMY G10
znub,913947995,49,2,47,66587,Padme G8 JKA G9 6* Ahsoka G11 GK G8 GMY G7
Fallen,961276461,50,1,49,59669,Padme G0 0* JKA G11 Ahsoka G11 GK G7 GMY G12
Belrosa,983233755,79,40,39,61789,Padme G6 JKA G11 Ahsoka G12 GK G6 5* GMY R3
Itzcoatl,755865424,77,24,53,46188,Padme G0 0* JKA R3 Ahsoka G12 GK G0 0* GMY G9
lnquisitor Saldag,618688236,78,4,74,20382,Padme G0 0* JKA G8 Ahsoka G7 GK G0 0* GMY G1
Brucem558,347336842,83,17,66,32640,Padme G0 0* JKA G12 Ahsoka G11 GK G0 0* GMY G1
AvGPuD,545584614,71,14,57,41273,Padme G0 0* JKA G10 Ahsoka G7 GK G6 5* GMY G10
Oberon Calad,771197337,59,12,47,64333,Padme G1 5* JKA G11 Ahsoka G11 GK G8 6* GMY G12
Chiss Ascendancy,384471193,71,8,63,37490,Padme G0 0* JKA G8 Ahsoka G8 GK G1 5* GMY G10
The World Champ,367296627,73,14,59,38125,Padme G6 5* JKA G8 6* Ahsoka G8 GK G1 5* GMY G8
Mini Noah Boat,698942577,37,9,28,91799,Padme JKA G12 Ahsoka G12 GK G8 6* GMY G12
Nitz'd,961325798,0,0,0,140748,Padme JKA Ahsoka GK GMY
HostileHunter,135614982,66,2,64,35710,Padme G1 5* JKA G8 6* Ahsoka G8 GK G1 5* GMY G8
Crovax,873218834,79,5,74,16559,Padme G0 0* JKA G8 5* Ahsoka G8 GK G0 0* GMY G0 0*
Sans,156217258,71,30,41,63013,Padme G11 JKA G8 5* Ahsoka G8 GK G11 6* GMY G11
Sidonplays,192852549,73,8,65,27834,Padme G0 0* JKA G8 5* Ahsoka G8 GK G1 5* GMY G8
allidrA,673329616,0,0,0,149381,Padme JKA Ahsoka GK GMY
TheRedNihba,385242855,83,9,74,12097,Padme G0 0* JKA G3 1* Ahsoka G4 2* GK G1 5* GMY G8
Sombra,655445779,78,13,65,31192,Padme G0 0* JKA G9 6* Ahsoka G7 GK G0 0* GMY G9
FlightingPig,324911882,80,9,71,23324,Padme G0 0* JKA G8 6* Ahsoka G9 GK G1 5* GMY G1 5*
DragonDeezNutts,245541138,66,1,65,32996,Padme G0 0* JKA G8 Ahsoka G8 GK G0 0* GMY G9
The force,686882798,57,5,52,50050,Padme G0 0* JKA G11 6* Ahsoka G11 GK G4 5* GMY G12
Gonzaleez12,122593812,74,8,66,26779,Padme G0 0* JKA G8 5* Ahsoka G8 GK G0 0* GMY G8
ObiwanGinobili,831583657,84,6,78,9118,Padme G0 0* JKA G4 2* Ahsoka G8 6* GK G0 0* GMY G0 0*
BigKopsing,532597427,78,21,57,41650,Padme G0 0* JKA G11 Ahsoka G11 GK G1 5* GMY G10
JediLukeSkywalker Alt,873328237,19,0,19,104877,Padme R3 JKA R3 Ahsoka R3 GK R3 GMY G7
Chewbacca37,874844686,59,3,56,48974,Padme G0 0* JKA G11 5* Ahsoka G11 GK G0 0* GMY G12
AesirCon,625939589,68,12,56,45239,Padme G9 JKA G8 6* Ahsoka G8 GK G0 0* GMY G9
Torraooo,983171498,65,0,65,30896,Padme G0 0* JKA G8 Ahsoka G8 GK G0 0* GMY G9
Juan Cholo,431234843,82,1,81,5686,Padme G0 0* JKA G4 5* Ahsoka G5 5* GK G0 0* GMY G0 0*
Cid,475939388,81,13,68,22189,Padme G0 0* JKA G7 5* Ahsoka G7 GK G1 5* GMY G7 5*
Captainblinx,613873926,6,0,6,145207,Padme G12 JKA Ahsoka GK GMY
Cha22y,761457315,29,0,29,102197,Padme R4 JKA G12 Ahsoka G12 GK GMY G2
Zenithier,443596224,0,0,0,152046,Padme JKA Ahsoka GK GMY
Kingjellybean,537442241,82,0,82,5474,Padme G0 0* JKA G4 5* Ahsoka G4 5* GK G0 0* GMY G0 0*
freezingjuice,194216391,82,14,68,15992,Padme G0 0* JKA G7 5* Ahsoka G2 4* GK G6 6* GMY G7 6*
Ethan Owens,443949414,57,13,44,65431,Padme G0 0* JKA Ahsoka G12 GK G4 6* GMY G12
Devlin,254626297,59,0,59,40911,Padme G0 0* JKA G9 5* Ahsoka G11 GK G0 0* GMY G11
Mol Eliza,268141525,82,11,71,13737,Padme G0 0* JKA G3 2* Ahsoka G5 5* GK G6 5* GMY G5 5*
Hdwolf,445881368,65,7,58,38404,Padme G0 0* JKA G8 5* Ahsoka G12 GK G0 0* GMY G12
