Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
mazkanata,266828429,0,0,0,136997,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Zerachial,866194457,0,0,0,151341,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Devious,514852918,0,0,0,152103,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Timbit,599297362,0,0,0,151971,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Tombo,626321337,0,0,0,152384,Shaak Ti Fives Rex Echo (501st) ARC Trooper
SavageOppression,322321826,0,0,0,151879,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MINI stranman,854337162,0,0,0,148700,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Muffinman,418598936,0,0,0,149842,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Razvan,673172893,0,0,0,150717,Shaak Ti Fives Rex Echo (501st) ARC Trooper
starwarsnerddad,222298976,0,0,0,148328,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Fullbird,217714786,0,0,0,155502,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MEGATRON,931114141,0,0,0,145046,Shaak Ti Fives Rex Echo (501st) ARC Trooper
BOOM,997614818,0,0,0,155865,Shaak Ti Fives Rex Echo (501st) ARC Trooper
KITty FISTOhr,269487518,0,0,0,154923,Shaak Ti Fives Rex Echo (501st) ARC Trooper
HeavyT,543115571,0,0,0,155409,Shaak Ti Fives Rex Echo (501st) ARC Trooper
FiberGuy,479934535,0,0,0,153325,Shaak Ti Fives Rex Echo (501st) ARC Trooper
HeavyT2,473936755,0,0,0,156179,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Figrin D'an,673745463,0,0,0,153268,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Stamford,753238814,12,0,12,136005,Shaak Ti Fives G12 Rex G12 Echo (501st) ARC Trooper
Ebonisa,693614873,0,0,0,155094,Shaak Ti Fives Rex Echo (501st) ARC Trooper
tonyef8889,272349113,0,0,0,137494,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Killatay,778218162,0,0,0,146611,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Uncle Owen,857117871,0,0,0,155706,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Steelen Gun,859315594,0,0,0,148469,Shaak Ti Fives Rex Echo (501st) ARC Trooper
LittleMac,988644546,16,0,16,122771,Shaak Ti Fives G12 Rex G12 Echo (501st) R3 ARC Trooper R3
Mike,961825211,0,0,0,149953,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Zaphod,854754369,0,0,0,155535,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MINI MikeK523,262978412,0,0,0,158027,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MINI Dash Rendar,832266577,0,0,0,152251,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Foggy,799716158,0,0,0,157358,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Jbo,167557273,0,0,0,138359,Shaak Ti Fives Rex Echo (501st) ARC Trooper
JackDanIce,688152586,0,0,0,154834,Shaak Ti Fives Rex Echo (501st) ARC Trooper
jaxx,129733245,0,0,0,149393,Shaak Ti Fives Rex Echo (501st) ARC Trooper
JoeJoshua,589113226,0,0,0,149438,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Deener55,145511735,0,0,0,152225,Shaak Ti Fives Rex Echo (501st) ARC Trooper
nofx,293541954,0,0,0,152538,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Blitz,757956121,8,0,8,130277,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
stillatwâtwaffle,578474336,17,0,17,125492,Shaak Ti Fives G9 Rex G10 Echo (501st) ARC Trooper
Galalad,145575834,0,0,0,147543,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Punkfej,255228531,0,0,0,153391,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Dárth Porğ,125825545,0,0,0,155008,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Lee,414474188,31,0,31,90885,Shaak Ti R4 Fives G9 Rex G12 Echo (501st) G12 ARC Trooper G9
Lol face,747857479,0,0,0,155953,Shaak Ti Fives Rex Echo (501st) ARC Trooper
RJvS,751222847,0,0,0,146692,Shaak Ti Fives Rex Echo (501st) ARC Trooper
12iS,274348933,0,0,0,151973,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Whaleslayer,746164267,0,0,0,143322,Shaak Ti Fives Rex Echo (501st) ARC Trooper
RivenBAG,883674451,4,0,4,135446,Shaak Ti Fives R4 Rex R4 Echo (501st) R4 ARC Trooper R4
Dr Sam Beckett,247289397,1,0,1,148041,Shaak Ti Fives Rex R4 Echo (501st) ARC Trooper
Astronavigatrix,926364463,21,0,21,110549,Shaak Ti Fives Rex Echo (501st) R1 ARC Trooper G1 5*
Scotts,598392498,0,0,0,151343,Shaak Ti Fives Rex Echo (501st) ARC Trooper
