Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Biuejed,478284627,22,10,12,136924,Padme G12 JKA Ahsoka G12 GK GMY
Sotiri,156727472,6,6,0,152488,Padme JKA Ahsoka GK GMY
DarthSmellyPants,244322114,13,8,5,142059,Padme R3 JKA R2 Ahsoka GK GMY
Dark Helmet,693159347,3,2,1,138952,Padme JKA Ahsoka R4 GK GMY
Krooked,115786486,3,1,2,136771,Padme JKA Ahsoka GK GMY R3
Timarius,238999213,5,0,5,130783,Padme R4 JKA R4 Ahsoka R4 GK R4 GMY R4
Gambolt,912243447,0,0,0,158945,Padme JKA Ahsoka GK GMY
Seasu Gohay,241156488,6,4,2,137648,Padme JKA Ahsoka R3 GK GMY
Sky Forcewalker,789143173,20,17,3,138419,Padme JKA R3 Ahsoka R4 GK GMY
Demetree,267345447,8,8,0,149787,Padme JKA Ahsoka GK GMY
Mol Rammal,396298591,14,14,0,151166,Padme JKA Ahsoka GK GMY
ELCapitan,765387381,12,12,0,138108,Padme JKA Ahsoka GK GMY
jack4 and jack3,145589357,2,2,0,157545,Padme JKA Ahsoka GK GMY
Dannyslr,172647166,1,1,0,149543,Padme JKA Ahsoka GK GMY
TrippyWolverine,622373122,8,0,8,139701,Padme G12 JKA Ahsoka R3 GK GMY
PapaBear,831926647,13,9,4,140662,Padme R3 JKA R3 Ahsoka GK GMY
Cao Hao,829115695,1,1,0,147810,Padme JKA Ahsoka GK GMY
MattBerg757,864968452,1,1,0,146753,Padme JKA Ahsoka GK GMY
effewe,359844469,2,0,2,142684,Padme JKA Ahsoka GK GMY R3
SomethingForceSomething,595368594,27,21,6,128418,Padme R3 JKA Ahsoka R3 GK GMY R3
Nomad,742228988,9,9,0,155581,Padme JKA Ahsoka GK GMY
Shazam,757947698,31,18,13,125619,Padme JKA G12 Ahsoka GK GMY G11
Gpa luis,544653239,3,2,1,151610,Padme JKA Ahsoka R4 GK GMY
Tiberius,161338733,18,10,8,140276,Padme JKA R3 Ahsoka G12 GK GMY
Hadriel Jetberg,569819222,0,0,0,154882,Padme JKA Ahsoka GK GMY
Adronium,532573462,0,0,0,147531,Padme JKA Ahsoka GK GMY
Guihori,639674374,15,9,6,137561,Padme JKA Ahsoka GK GMY G12
Oichtmüna,669558336,0,0,0,154431,Padme JKA Ahsoka GK GMY
Nomagio,833418168,11,6,5,146022,Padme JKA R2 Ahsoka R3 GK GMY
Tamecula,577128238,16,9,7,134847,Padme JKA Ahsoka GK GMY G11
Cedaric,977916599,0,0,0,144284,Padme JKA Ahsoka GK GMY
Dakeyras,814491492,16,0,16,126795,Padme G12 JKA G12 Ahsoka R1 GK GMY
Icyshadowz26,767521765,18,10,8,143725,Padme G12 JKA Ahsoka R3 GK GMY
Darthspartan,839624411,1,0,1,149917,Padme JKA Ahsoka R4 GK GMY
vilanox,413347812,10,6,4,136061,Padme R4 JKA R4 Ahsoka R4 GK GMY R4
Johny favourite,569375498,6,4,2,133534,Padme JKA Ahsoka GK GMY R3
Wheels,527159147,8,8,0,150873,Padme JKA Ahsoka GK GMY
DevvyDan,594423653,0,0,0,144053,Padme JKA Ahsoka GK GMY
Gorgonzoloff,958541997,8,0,8,138072,Padme JKA Ahsoka R4 GK R4 GMY G12
kvh,529261219,6,0,6,127136,Padme JKA Ahsoka GK GMY G12
Gauch,535656376,12,8,4,141110,Padme R2 JKA Ahsoka R4 GK GMY
Nerve Gas,787571874,0,0,0,155075,Padme JKA Ahsoka GK GMY
Eternal sitch,522652534,12,7,5,132698,Padme JKA Ahsoka GK GMY G13
Kya Skyff,664861787,35,2,33,93285,Padme G8 JKA G11 Ahsoka G12 GK R2 GMY G11
Jefe,843154652,0,0,0,147587,Padme JKA Ahsoka GK GMY
0duin,968657684,6,6,0,145309,Padme JKA Ahsoka GK GMY
IlMamadore,235896621,7,0,7,131230,Padme R4 JKA Ahsoka GK GMY G12
CóuntCrush18,277934547,0,0,0,136122,Padme JKA Ahsoka GK GMY
