Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Wilf Willson,559593336,0,0,0,152430,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Falch,931281728,0,0,0,152580,Shaak Ti Fives Rex Echo (501st) ARC Trooper
BigBoss,172826376,0,0,0,152516,Shaak Ti Fives Rex Echo (501st) ARC Trooper
GeO,966821199,0,0,0,151433,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Kurnus,513145386,0,0,0,155782,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ĐëąđŔābbîțť,935821558,0,0,0,149215,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ⱠordɎes,774115838,0,0,0,150897,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Selzer,397193926,2,2,0,147363,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Yestare,613161642,3,2,1,147281,Shaak Ti Fives Rex R4 Echo (501st) ARC Trooper
HamSandwich,815129121,66,18,48,52677,Shaak Ti Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Bennyhammer,966812487,0,0,0,152657,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Home One,886581815,0,0,0,155100,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Icarus Sunwalker,383743765,0,0,0,154794,Shaak Ti Fives Rex Echo (501st) ARC Trooper
jms101649,881219594,0,0,0,148980,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mastermoe187,659412735,24,0,24,111523,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
plindboe,443356677,0,0,0,151781,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DarthRess,813899319,3,3,0,138684,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Hungieman,955832764,0,0,0,147313,Shaak Ti Fives Rex Echo (501st) ARC Trooper
HooDs,129611985,6,6,0,147413,Shaak Ti Fives Rex Echo (501st) ARC Trooper
HevelDevil,267989348,0,0,0,158092,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Fahrenheit,291528579,0,0,0,152262,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Drac241,415687331,24,12,12,135885,Shaak Ti Fives G12 Rex G12 Echo (501st) ARC Trooper
WolfArcher12,968334669,42,42,0,143494,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Marvell Chapel,193356299,0,0,0,148393,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Neighbs,784263715,7,7,0,155816,Shaak Ti Fives Rex Echo (501st) ARC Trooper
marco87,217197326,0,0,0,152348,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ZuluJedi,799391413,0,0,0,155001,Shaak Ti Fives Rex Echo (501st) ARC Trooper
n3rfT1000,645985434,0,0,0,154456,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Chronos of Baldar,655695421,24,2,22,117189,Shaak Ti Fives G12 Rex G12 Echo (501st) R1 ARC Trooper G12
MINI Darthfrankie,556495658,0,0,0,151422,Shaak Ti Fives Rex Echo (501st) ARC Trooper
GRIMREAPER252,792429481,0,0,0,143524,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Moonwalker,564165344,14,0,14,121175,Shaak Ti Fives R4 Rex R4 Echo (501st) G12 ARC Trooper G12
Tumbas,162348291,0,0,0,140064,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Maxpowerrs,414317555,0,0,0,152065,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Edge,562656168,0,0,0,152193,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Philo,961649511,0,0,0,141006,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Medknight,915282961,2,0,2,134148,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
LukeMit,321357562,0,0,0,143088,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Hub,552271247,13,0,13,121333,Shaak Ti G11 Fives Rex R3 Echo (501st) R3 ARC Trooper R3
Dark tormen,339167445,4,0,4,134099,Shaak Ti Fives R4 Rex R4 Echo (501st) R4 ARC Trooper R4
Rven,724289171,0,0,0,133688,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Kobesmith,525645256,0,0,0,139227,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Altcades Sabboth,376135642,4,0,4,143175,Shaak Ti Fives R3 Rex R3 Echo (501st) ARC Trooper
TacoCat,622423488,0,0,0,148275,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Atkodotcom,345922663,23,0,23,111804,Shaak Ti Fives G12 Rex R2 Echo (501st) G12 ARC Trooper G10
KMalik,666483919,0,0,0,151184,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Interbest,673669491,0,0,0,152153,Shaak Ti Fives Rex Echo (501st) ARC Trooper
calmax13,152234362,0,0,0,154681,Shaak Ti Fives Rex Echo (501st) ARC Trooper
SkywatchOutpost,636481119,24,0,24,117836,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
BertFett,247537167,0,0,0,145724,Shaak Ti Fives Rex Echo (501st) ARC Trooper
