Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
FFG50 Mol Slash,499445554,37,25,12,126120,Shaak Ti Fives R2 Rex R2 Echo (501st) R2 ARC Trooper R2
2Red1Blonde,391958232,43,37,6,129217,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
FFG50 E Rod,623687665,32,24,8,139203,Shaak Ti Fives R1 Rex R1 Echo (501st) ARC Trooper
Vagabond12,957436722,34,24,10,124158,Shaak Ti R3 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
RobMaul226,964183179,30,18,12,125883,Shaak Ti Fives R3 Rex R3 Echo (501st) R2 ARC Trooper G13
Bex,968556754,57,23,34,97066,Shaak Ti Fives G12 Rex G12 Echo (501st) G7 ARC Trooper G7 5*
Bearsfan4life34,347549235,18,12,6,142634,Shaak Ti Fives R2 Rex R2 Echo (501st) ARC Trooper
Gunner,443344877,35,15,20,118568,Shaak Ti Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G12
Tanis3463,891879236,25,3,22,115059,Shaak Ti R4 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper R2
JoeP,731186187,24,24,0,137204,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ghana,824222598,8,2,6,131771,Shaak Ti Fives R4 Rex R4 Echo (501st) R3 ARC Trooper R3
Leebo,898914357,29,23,6,131342,Shaak Ti Fives R4 Rex R4 Echo (501st) R3 ARC Trooper R3
DLT35,969465438,30,21,9,128834,Shaak Ti Fives R2 Rex R2 Echo (501st) R4 ARC Trooper R3
FFG50 ObiWanWasabi,831946982,66,28,38,90256,Shaak Ti R2 Fives G11 Rex G12 Echo (501st) G7 ARC Trooper G7
FFG50 Sherber,493385567,73,47,26,83875,Shaak Ti R3 Fives R3 Rex G10 Echo (501st) G11 ARC Trooper G11 5*
Jonnington,148748464,6,6,0,138326,Shaak Ti Fives Rex Echo (501st) ARC Trooper
FFG50 ThatSwimmyBoi,773375616,13,7,6,131940,Shaak Ti Fives R3 Rex R3 Echo (501st) ARC Trooper R3
lefty2,312726569,69,69,0,133233,Shaak Ti Fives Rex Echo (501st) ARC Trooper
AndyGoldsworthy,671862646,31,23,8,127706,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Lanke,414296723,45,10,35,76965,Shaak Ti Fives G11 Rex G11 Echo (501st) G7 ARC Trooper G8
MINI Marlex678,388278741,28,6,22,109443,Shaak Ti Fives R1 Rex G12 Echo (501st) G12 ARC Trooper G12
FFG50 boom,774662168,39,15,24,103327,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Nihil Awakening,278136235,37,7,30,98456,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
FilthyFrogDog,422739188,32,19,13,121786,Shaak Ti R3 Fives R2 Rex R2 Echo (501st) R2 ARC Trooper R3
FFG50 Scarr,723841318,31,7,24,97839,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Starkilr,735566531,41,0,41,87458,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G1 6*
Belikeyeet610,519383251,87,45,42,74223,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G0 0*
Vaalyn,665317287,1,1,0,136243,Shaak Ti Fives Rex Echo (501st) ARC Trooper
FFG50 Heartshot,971563328,31,9,22,106747,Shaak Ti R1 Fives G12 Rex Echo (501st) G12 ARC Trooper G12
Teddy51271,828578167,26,19,7,135734,Shaak Ti R3 Fives R3 Rex R2 Echo (501st) ARC Trooper
FFG50 Lil Mol Eliza,721245727,48,17,31,93525,Shaak Ti G11 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
FFG50 Sauron,592776982,0,0,0,154924,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MINI Fxdez,881957796,50,19,31,78433,Shaak Ti R3 Fives R3 Rex G11 Echo (501st) G8 ARC Trooper G8 6*
FFG50 greenfroggy,278694559,25,4,21,106630,Shaak Ti Fives G12 Rex R2 Echo (501st) G12 ARC Trooper G12
FFG50 ReySkywalker,754441268,63,0,63,44449,Shaak Ti G1 5* Fives G8 Rex G10 Echo (501st) G8 ARC Trooper G0 0*
Pizzaskull,196817815,13,8,5,142637,Shaak Ti Fives R3 Rex R2 Echo (501st) ARC Trooper
ChanSolo,877224361,32,5,27,103546,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G9
