Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Elshondo,848839342,0,0,0,154196,Padme JKA Ahsoka GK GMY
Randal Houisth,821337555,25,25,0,152401,Padme JKA Ahsoka GK GMY
DarthElshondo,689163274,6,6,0,145480,Padme JKA Ahsoka GK GMY
Shmeeegzz,734912572,25,25,0,135900,Padme JKA Ahsoka GK GMY
Schmiticus,488999866,21,15,6,127053,Padme JKA Ahsoka GK GMY G12
Wicket87,165669563,8,8,0,136566,Padme JKA Ahsoka GK GMY
Kaveman,419233423,25,13,12,141750,Padme JKA G12 Ahsoka G12 GK GMY
Azrael0442,649841613,34,28,6,127211,Padme JKA Ahsoka GK GMY G12
Ninjastatten,864833164,19,19,0,144999,Padme JKA Ahsoka GK GMY
BIGFern69,264513616,13,1,12,127556,Padme JKA R3 Ahsoka R3 GK R3 GMY G12
Enora,264866834,73,2,71,37275,Padme G1 JKA G1 4* Ahsoka G8 GK G1 GMY G8
Rabbit4t2,922828851,18,3,15,118887,Padme R3 JKA R1 Ahsoka R3 GK GMY G11
Perez,298324787,16,6,10,135391,Padme JKA G12 Ahsoka R3 GK GMY R3
TritonDankwalker66,818912973,64,64,0,135623,Padme JKA Ahsoka GK GMY
Brooks,675754931,27,27,0,150668,Padme JKA Ahsoka GK GMY
Ur An Ugly Piece of,379598722,36,35,1,137684,Padme JKA R4 Ahsoka GK GMY
Hawk93524,621313442,33,15,18,116765,Padme G12 JKA Ahsoka G12 GK GMY G12
The Battleooze,673371964,28,22,6,128848,Padme JKA Ahsoka G12 GK GMY
ObiWanKenobi,984572597,26,22,4,140673,Padme JKA R3 Ahsoka R3 GK GMY
DanPal37,413355852,25,17,8,124272,Padme R1 JKA Ahsoka R1 GK GMY
Jawa7778,725233668,47,19,28,101513,Padme G8 JKA Ahsoka G11 GK G7 GMY
Bel Zetafar,616826226,60,19,41,75169,Padme G8 JKA G11 Ahsoka G11 GK G7 GMY G12
Godspeed,953335522,28,18,10,123189,Padme R3 JKA R3 Ahsoka R3 GK GMY R1
Azrael,117388825,14,14,0,146248,Padme JKA Ahsoka GK GMY
MINI Hazedog,733479192,19,5,14,129579,Padme G12 JKA R3 Ahsoka G12 GK GMY
Namazu,775456321,76,53,23,109431,Padme JKA Ahsoka G12 GK GMY G1
Beast3,611197858,13,0,13,120734,Padme R3 JKA Ahsoka R3 GK GMY G9
AmbitiousButRubbish,899278233,10,10,0,149142,Padme JKA Ahsoka GK GMY
BuoyantBanana,315925368,24,0,24,102975,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY
Nerf Herder,979465369,31,25,6,135735,Padme JKA Ahsoka GK GMY G12
Delara Exibil,195416517,9,9,0,142736,Padme JKA Ahsoka GK GMY
fives deserved better,578758976,0,0,0,156659,Padme JKA Ahsoka GK GMY
ObiWanHardeen,494714142,18,18,0,147018,Padme JKA Ahsoka GK GMY
Malanchi,999644626,31,31,0,150181,Padme JKA Ahsoka GK GMY
wngsprd,436314662,2,2,0,136991,Padme JKA Ahsoka GK GMY
Invective,753888611,1,1,0,146038,Padme JKA Ahsoka GK GMY
OrganicPotato,147138432,26,0,26,106091,Padme G10 JKA Ahsoka G10 GK G8 GMY
NotFromEarth,127234541,15,0,15,128517,Padme G12 JKA Ahsoka G11 GK GMY R3
Mol Eliza,176127676,43,11,32,91886,Padme G6 JKA G11 Ahsoka G11 GK GMY G12
Sensible Knave,952659128,0,0,0,136351,Padme JKA Ahsoka GK GMY
Jabbaa Da Shrutt,699467699,28,10,18,115446,Padme G12 JKA Ahsoka G12 GK G12 GMY
Rabhuhn,482518827,29,29,0,130940,Padme JKA Ahsoka GK GMY
Sloth,661261825,0,0,0,148478,Padme JKA Ahsoka GK GMY
Benstr8ballin,269281965,37,23,14,122142,Padme G12 JKA Ahsoka G12 GK GMY R3
Eggnog,742172597,7,0,7,129277,Padme R2 JKA Ahsoka R2 GK R4 GMY
GrandMasterSparty,688953846,0,0,0,140377,Padme JKA Ahsoka GK GMY
PadmesHubby,827621144,0,0,0,145379,Padme JKA Ahsoka GK GMY
DarthTrusion,277857633,6,0,6,130756,Padme JKA Ahsoka GK GMY G12
L0RD SAVITAR,767465911,0,0,0,136065,Padme JKA Ahsoka GK GMY
BRG Space Whale Herder,314931295,31,24,7,122496,Padme JKA Ahsoka GK GMY G11
