Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Yasie Qui,347197687,6,6,0,149319,Padme JKA Ahsoka GK GMY
Snipesum,355457861,7,7,0,154091,Padme JKA Ahsoka GK GMY
Quidamlefou,461462591,15,6,9,134798,Padme R3 JKA Ahsoka G12 GK R4 GMY
Lone Starr,461368524,8,6,2,145862,Padme R4 JKA Ahsoka R4 GK GMY
Killbaza,276969236,14,14,0,151526,Padme JKA Ahsoka GK GMY
Th3 S3rg34nt,343993697,0,0,0,153925,Padme JKA Ahsoka GK GMY
Reylo Jakkusolo,959357135,8,0,8,139751,Padme JKA G12 Ahsoka R3 GK GMY
Cenistan,316195644,6,6,0,148109,Padme JKA Ahsoka GK GMY
Sammy TF1,866892379,47,32,15,127418,Padme JKA G9 Ahsoka G12 GK GMY
Pacojonezl40,556288426,5,3,2,149361,Padme R3 JKA Ahsoka GK GMY
Grampa Tim,743537648,0,0,0,161687,Padme JKA Ahsoka GK GMY
Nd volk,647746167,10,9,1,134959,Padme JKA Ahsoka R4 GK GMY
Scorn,881485362,0,0,0,160370,Padme JKA Ahsoka GK GMY
Pale Mandius,297974276,18,18,0,157206,Padme JKA Ahsoka GK GMY
Boshund,476923873,5,5,0,150484,Padme JKA Ahsoka GK GMY
DarthGideon,588758768,40,12,28,102014,Padme G8 JKA Ahsoka G5 GK G13 GMY
Battlelord,597311355,11,2,9,134474,Padme R3 JKA G13 Ahsoka R3 GK GMY
Bad Fish,314563379,6,6,0,148521,Padme JKA Ahsoka GK GMY
Goob,451421324,26,20,6,131157,Padme R3 JKA R4 Ahsoka R4 GK GMY R3
JeyLuckiDarkLord,835762411,56,37,19,116060,Padme G12 JKA Ahsoka G12 GK GMY G11
AJ,134248776,36,16,20,112244,Padme G12 JKA Ahsoka G12 GK GMY G10
Walliamen,121156657,0,0,0,140927,Padme JKA Ahsoka GK GMY
Alexandder,266693162,0,0,0,148174,Padme JKA Ahsoka GK GMY
okeefechris,463248232,10,8,2,142699,Padme JKA Ahsoka R3 GK GMY
Veskasa Starblazer,987221192,2,2,0,139126,Padme JKA Ahsoka GK GMY
Kamu Teeltoo,711928393,0,0,0,158403,Padme JKA Ahsoka GK GMY
Mando Dalrissian,538342162,0,0,0,142520,Padme JKA Ahsoka GK GMY
Wayne brady,636166686,23,17,6,130545,Padme R4 JKA Ahsoka R3 GK R4 GMY R3
ᜎའดཧดཀاᜎཛ,856871329,6,6,0,156630,Padme JKA Ahsoka GK GMY
Crow,253356994,40,11,29,98210,Padme G12 JKA G12 Ahsoka G10 GK R4 GMY G10
Bort Moddler,875657132,0,0,0,147679,Padme JKA Ahsoka GK GMY
TomServo3K,691942843,6,5,1,147402,Padme JKA Ahsoka R4 GK GMY
ThatOneGuy,972628741,9,3,6,143553,Padme G12 JKA Ahsoka GK GMY
Phdrlord,933247926,44,38,6,129824,Padme JKA R2 Ahsoka GK GMY R2
ぱんどら,832179698,46,29,17,112670,Padme JKA G12 Ahsoka R3 GK GMY G9
DragonGodC16,965759793,10,0,10,127070,Padme JKA G10 Ahsoka GK GMY R3
Bly,359469122,12,4,8,135417,Padme JKA Ahsoka G12 GK GMY R3
Timber,273814442,3,3,0,139806,Padme JKA Ahsoka GK GMY
SliickMoose,493737815,63,25,38,83247,Padme G0 0* JKA Ahsoka G11 GK G12 GMY G11
Jayson Bourne,838351578,0,0,0,156819,Padme JKA Ahsoka GK GMY
EvolutionX,457734974,2,2,0,150957,Padme JKA Ahsoka GK GMY
