Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
O iTz LuCaS x,985738122,2,0,2,133419,Padme JKA Ahsoka GK GMY R3
Dannycool1987,757793912,29,1,28,96947,Padme G7 5* JKA Ahsoka G12 GK G8 GMY R4
Ru Baruba Maral,441497244,31,22,9,126245,Padme R3 JKA R4 Ahsoka R3 GK R3 GMY R3
Jeff29,946424347,24,23,1,145176,Padme JKA Ahsoka GK R4 GMY
Towanda,193932966,20,14,6,137466,Padme JKA Ahsoka GK GMY G12
Slanted eyes,422784646,36,21,15,121107,Padme G9 JKA G12 Ahsoka GK GMY
Skinwalker,366878499,12,6,6,133223,Padme JKA R2 Ahsoka GK GMY R2
Barfolomew,745245749,37,6,31,97019,Padme G10 JKA G11 Ahsoka G9 GK G11 GMY
predator159,746531619,5,0,5,131021,Padme R4 JKA R4 Ahsoka R3 GK R4 GMY
Chance Stryker,672569894,48,0,48,67751,Padme G2 JKA G8 5* Ahsoka G11 GK G9 GMY G12
Mol Dizzler,286229792,9,5,4,139429,Padme JKA Ahsoka R1 GK GMY
BassOdin,976321971,50,8,42,79285,Padme G7 JKA Ahsoka G8 GK G8 GMY G7
Shaun,434694638,47,16,31,100031,Padme G12 JKA G12 Ahsoka G12 GK G11 GMY G12
victorim,562154933,32,8,24,111036,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY
San Holo,292321178,12,3,9,136415,Padme R2 JKA R2 Ahsoka R2 GK GMY
Mr Nuggins,659788619,74,13,61,53750,Padme G2 JKA G1 Ahsoka G8 GK R1 GMY G4
MINIGoody,566753157,37,0,37,91865,Padme G12 JKA G9 Ahsoka G11 GK G9 GMY G12
DaleIV,596181122,24,18,6,126742,Padme JKA Ahsoka GK GMY G12
DarthCicatrices,178613736,62,12,50,65378,Padme G7 6* JKA G12 Ahsoka G7 GK G2 GMY G12
Zimphire,671265526,20,20,0,146140,Padme JKA Ahsoka GK GMY
TheDougAbides,596963139,34,14,20,110127,Padme G12 JKA Ahsoka G12 GK G12 GMY R3
Ghent Sinite,722474735,2,2,0,150995,Padme JKA Ahsoka GK GMY
Kryshoff,336658674,35,1,34,94213,Padme G8 JKA G10 Ahsoka G8 GK G12 GMY
Zoooolwik,498113457,64,43,21,105662,Padme G12 JKA R3 Ahsoka G12 GK R4 GMY G12
Agent 47,918148185,32,2,30,97885,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
TK 79347,693323998,30,4,26,106458,Padme G12 JKA G11 Ahsoka R4 GK G12 GMY G12
MINI Mos Eisley Nerfherder,952233855,7,6,1,132326,Padme JKA Ahsoka GK GMY R4
Rui Vuusen,164853248,56,22,34,80691,Padme G9 JKA Ahsoka G10 GK G8 GMY G11
Jaxximus,786713976,33,33,0,141269,Padme JKA Ahsoka GK GMY
Ben Swolo,241341723,67,1,66,50029,Padme G1 JKA G1 4* Ahsoka G10 GK G1 GMY G11
BenHanSolo,833437735,5,0,5,127119,Padme R3 JKA R4 Ahsoka R4 GK R4 GMY
Cranjis McBasketball,495874361,56,9,47,43415,Padme G8 JKA G9 5* Ahsoka G10 GK G7 GMY G9
Bdogg,696355599,20,6,14,120521,Padme G10 JKA Ahsoka G12 GK GMY
Bintbelas,649891482,30,6,24,113082,Padme G12 JKA Ahsoka G12 GK G12 GMY G12
Nerf,671247743,50,0,50,55768,Padme G8 JKA G8 5* Ahsoka G9 GK G6 GMY G9
Harry04,338736347,39,12,27,110182,Padme JKA G9 Ahsoka G12 GK G12 GMY G12
Darthobiwan84,969195991,21,9,12,126007,Padme JKA G12 Ahsoka G12 GK GMY
Gobo,725511482,74,3,71,33760,Padme G1 JKA G1 6* Ahsoka G4 GK G6 GMY G7
QuantumEntropy,288549487,9,0,9,127239,Padme R2 JKA Ahsoka GK GMY G12
Robbieonly,997211383,5,0,5,129434,Padme R4 JKA Ahsoka R3 GK R3 GMY
EasilyZeroed,238627762,42,18,24,103851,Padme G7 JKA G12 Ahsoka G11 GK GMY
MiscountedStitch,185518289,67,16,51,37869,Padme G6 5* JKA G8 5* Ahsoka G9 GK G7 6* GMY G9 6*
Viprin,756149948,5,0,5,132133,Padme JKA Ahsoka R2 GK GMY R3
Micah,132927314,74,1,73,18950,Padme G0 0* JKA G8 6* Ahsoka G8 GK G0 0* GMY G1 5*
Ezzi,541871135,64,23,41,66402,Padme G7 6* JKA G12 Ahsoka G12 GK G6 GMY G12
Loinky,121774218,34,3,31,92386,Padme G9 JKA R2 Ahsoka G12 GK G11 GMY G12
Zeno,941924214,45,2,43,67064,Padme G8 JKA G8 5* Ahsoka G11 GK G8 6* GMY G12
cjedimommy,995753861,20,6,14,122561,Padme R1 JKA G13 Ahsoka G13 GK GMY
BattleSchlong,588512957,36,1,35,92590,Padme G9 JKA R3 Ahsoka G7 GK R1 GMY G9
