Player,Ally Code,Current Gear Needed,Team
Bjconnell,978332594,3,L1 Maul: Maul Sabine Bo-Katan Canderous Armorer G9
Bjconnell,978332594,5,L4 Old Republic: JKR BS R4 Jolee R4 Mission R4 Zaalbar R3
Bjconnell,978332594,6,L2 BH: Boba G12 Jango Cad G12 The Mandalorian Embo G12
Bjconnell,978332594,6,L2 Jawas: Nebit Jawa Engineer Jawa Scavenger G12 Dathcha G12 Jawa G12
Bjconnell,978332594,6,L1 Tuskens: Tusken Chieftain G9 Tusken Raider Tusken Shaman Tusken Warrior G9 URoRRuR'R'R
Glorfindel,485438363,2,L3 Maul: Maul The Mandalorian (Beskar Armor) Bo-Katan Canderous Armorer R1
Glorfindel,485438363,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
Glorfindel,485438363,2,L2 BH: Boba Jango Cad The Mandalorian Greedo G12
Glorfindel,485438363,10,L2 Tuskens: Tusken Chieftain G12 Tusken Raider G12 Tusken Shaman G12 Tusken Warrior G12 URoRRuR'R'R G12
Glorfindel,485438363,10,L2 Jawas: Nebit G12 Jawa Engineer G12 Jawa Scavenger G12 Dathcha G12 Jawa G12
Mort,819249838,3,L5 Jabba: Jabba Boushh (Leia Organa) Krrsantan R6 Skiff Guard (Lando Calrissian) R5 Boba
Mort,819249838,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
Mort,819249838,10,L4 Jawas: Nebit R3 Jawa Engineer R3 Jawa Scavenger R3 Dathcha R3 Jawa R3
Mort,819249838,3,L0 Maul: Maul The Mandalorian (Beskar Armor) Bo-Katan G5 6* Canderous Armorer
Mort,819249838,2,L0 Tuskens: Tusken Chieftain G7 4* Tusken Raider Tusken Shaman Tusken Warrior G7 3* URoRRuR'R'R
Ashla,432926912,3,L1 Maul: Maul Sabine Bo-Katan Canderous Armorer G9
Ashla,432926912,3,L1 Old Republic: JKR BS Jolee Mission G11 Zaalbar G10
Ashla,432926912,2,L1 BH: Boba Jango Cad The Mandalorian Embo G10
Ashla,432926912,4,L0 Tuskens: Tusken Chieftain G7 4* Tusken Raider G6 Tusken Shaman Tusken Warrior G7 3* URoRRuR'R'R 6*
Ashla,432926912,4,L0 Jawas: Nebit G7 Jawa Engineer G7 Jawa Scavenger G7 Dathcha G7 Jawa
Coffee,441958335,2,L2 BH: Boba Jango Cad The Mandalorian Greedo G12
Coffee,441958335,1,L0 Old Republic: JKR BS Jolee Mission Zaalbar G7
Coffee,441958335,19,L1 Jawas: Nebit G8 Jawa Engineer G8 Jawa Scavenger G8 Dathcha G9 Jawa G8
Palo Rex,733128292,6,L1 Maul: Maul The Mandalorian (Beskar Armor) Bo-Katan G9 6* Canderous Armorer G9 5*
