Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Chubler,144743434,0,0,0,154597,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mr Bhaumik,156581864,0,0,0,155397,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Kavgill,225559995,5,5,0,149661,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Nolei,549142231,0,0,0,155493,Shaak Ti Fives Rex Echo (501st) ARC Trooper
A,914999757,1,1,0,152315,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Defenestrația,844978443,0,0,0,147216,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Maong,131681652,0,0,0,154149,Shaak Ti Fives Rex Echo (501st) ARC Trooper
OBI  haaave,821927811,13,7,6,137837,Shaak Ti R1 Fives R4 Rex R4 Echo (501st) ARC Trooper
Ventress Wannabee,899636471,0,0,0,147259,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Lex Skywalkers,941584821,11,9,2,145154,Shaak Ti Fives R4 Rex R4 Echo (501st) ARC Trooper
havok935,658932824,31,22,9,139021,Shaak Ti Fives G12 Rex R2 Echo (501st) ARC Trooper
Jace,147722673,12,12,0,146853,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Largie,224583578,4,3,1,150891,Shaak Ti Fives Rex R4 Echo (501st) ARC Trooper
Chim,593656187,0,0,0,133002,Shaak Ti Fives Rex Echo (501st) ARC Trooper
AnalkinSkyballer,552289286,0,0,0,147973,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Flacko Gäb,916745784,12,12,0,151088,Shaak Ti Fives Rex Echo (501st) ARC Trooper
The Great One US,496489926,30,28,2,145599,Shaak Ti Fives R3 Rex Echo (501st) ARC Trooper
Maldorin,626473749,19,19,0,147564,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Xian Thencal,364735245,0,0,0,156312,Shaak Ti Fives Rex Echo (501st) ARC Trooper
carnage007,321929779,41,41,0,140404,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ICEU420,469138648,14,9,5,143000,Shaak Ti Fives R3 Rex R2 Echo (501st) ARC Trooper
Wal Enetia,632221747,0,0,0,140881,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Soulhunter,191168838,0,0,0,146096,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Zeech,541794515,15,15,0,147929,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Eeotchbay,815697888,0,0,0,145959,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Fluffy the Destroyer,791691489,25,25,0,138076,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Lenders Quizan,132983974,41,41,0,153126,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Docbones D2,527897336,1,1,0,144084,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DE210,252111674,2,0,2,132309,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
skyCapt,275781532,0,0,0,150484,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Freezefiveoh,383311984,0,0,0,153292,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Amun Diin,969738181,24,0,24,113571,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Koneko,645198681,0,0,0,163884,Shaak Ti Fives Rex Echo (501st) ARC Trooper
JollyRoger99,965654756,34,34,0,149661,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DoubleA1977,599659874,8,8,0,141221,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Byrd,843549314,0,0,0,154192,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Kreacher,228517748,33,28,5,138301,Shaak Ti R4 Fives R3 Rex R3 Echo (501st) ARC Trooper
DLeviticus,458876211,0,0,0,152586,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Alakay Kaoins,587941728,0,0,0,154560,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Qui Hanobi,668125712,0,0,0,149571,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Bail Writte SBR,614917386,20,0,20,119715,Shaak Ti Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G12
Dingleberries,884349413,40,40,0,137787,Shaak Ti Fives Rex Echo (501st) ARC Trooper
GandalfTheGreht,175997318,0,0,0,154754,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Z,484238595,0,0,0,147611,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Bluewild,882581219,15,0,15,123621,Shaak Ti G9 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper
The Great One F2P,816728211,83,41,42,76306,Shaak Ti Fives G8 Rex G12 Echo (501st) G7 ARC Trooper G3 5*
Force Ghost,665297247,23,21,2,125362,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
SUPER SHRIKES,353759338,4,0,4,143142,Shaak Ti Fives R3 Rex R3 Echo (501st) ARC Trooper
kilared,577244482,6,0,6,138793,Shaak Ti Fives R2 Rex R2 Echo (501st) ARC Trooper
potato,736277461,0,0,0,162827,Shaak Ti Fives Rex Echo (501st) ARC Trooper
