Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
MINI SgtGingerbeard,211844511,67,39,28,96916,Padme G9 JKA Ahsoka G11 GK G12 GMY G12
PJMaster,377989166,78,68,10,119882,Padme R3 JKA Ahsoka R3 GK GMY G12
Mitsuki,844775351,43,13,30,102732,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
esmith1153,736978576,87,38,49,65168,Padme G1 JKA G11 5* Ahsoka G10 GK G8 GMY G11
MrTomChase24,674818227,72,64,8,128556,Padme JKA Ahsoka R3 GK GMY G12
Pickle rick,266133985,65,33,32,91526,Padme G12 JKA G12 Ahsoka G10 GK G12 GMY G12
TheMeanDean,579355186,65,37,28,100151,Padme G12 JKA G11 Ahsoka G11 GK G12 GMY R3
Orca,527193378,69,62,7,126683,Padme JKA Ahsoka GK GMY G11
Kate,483591584,74,39,35,83179,Padme G10 JKA G11 Ahsoka G12 GK G10 GMY G12
Shayna Vetacious,391637392,72,52,20,114538,Padme R3 JKA Ahsoka G12 GK G12 GMY G12
Jak Frey,692973843,65,22,43,68020,Padme G8 JKA G9 Ahsoka G9 GK G8 GMY G13
Peu Trid,631967535,40,30,10,123007,Padme R3 JKA Ahsoka GK G12 GMY R3
Xander,762457673,31,3,28,98982,Padme G10 JKA Ahsoka G11 GK G11 GMY G12
Blackwing,654686582,60,27,33,92778,Padme G9 JKA G12 Ahsoka G12 GK G12 GMY G12
Bills Mafia,441664365,65,41,24,102383,Padme G12 JKA G12 Ahsoka G12 GK GMY G12
Prolox150,784616867,54,24,30,84805,Padme G9 JKA R4 Ahsoka G11 GK G11 GMY G12
Forsaken,757795424,48,16,32,87243,Padme G8 6* JKA G11 Ahsoka G11 GK R3 GMY G12
Szerahk,958343253,62,9,53,58074,Padme G8 JKA G1 3* Ahsoka G1 GK G12 GMY R2
Amaterasu,935596991,0,0,0,154413,Padme JKA Ahsoka GK GMY
theLeskiss,626646537,40,9,31,96936,Padme G12 JKA G12 Ahsoka G11 GK G12 GMY G12
Smashburger,776444483,50,29,21,110758,Padme G12 JKA R3 Ahsoka G11 GK GMY G12
WilsonJason,327282478,38,38,0,144263,Padme JKA Ahsoka GK GMY
BenSwoloOnDBOL,871833824,57,15,42,65750,Padme G8 JKA G9 5* Ahsoka G12 GK G7 GMY G12
Barraza,479721254,56,22,34,92291,Padme G9 JKA G12 Ahsoka G11 GK G12 GMY G12
OnyXavier,637663384,57,19,38,78964,Padme G9 JKA G9 Ahsoka G10 GK G8 GMY R3
mar5hmn9,294825966,72,42,30,90548,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY G12
Galeforce,284743495,63,49,14,117610,Padme R3 JKA R3 Ahsoka R3 GK R3 GMY G12
Desimo,642239495,61,18,43,69625,Padme G7 JKA G10 Ahsoka G11 GK G8 GMY G11
Visigoth83,491397777,49,17,32,88821,Padme G10 JKA G12 Ahsoka G12 GK G12 GMY G12
Coop,972228286,22,7,15,112281,Padme R3 JKA R2 Ahsoka R3 GK R3 GMY G12
Mol Ace,473196354,58,38,20,108587,Padme G12 JKA Ahsoka R3 GK G12 GMY G12
Zephyr,297528578,40,21,19,122921,Padme G12 JKA G11 Ahsoka G12 GK GMY
Megaroutte,899878853,40,10,30,92865,Padme G12 JKA R4 Ahsoka G12 GK G8 GMY G11
DumbNugget,755976984,73,41,32,86918,Padme G12 JKA G11 6* Ahsoka G11 GK G12 GMY G12
MINI Leskiss,112892133,58,5,53,57361,Padme G1 JKA G11 Ahsoka G12 GK G1 GMY G12
SleepyKiIIer666,456111931,72,34,38,81151,Padme G9 JKA G12 Ahsoka G11 GK G8 GMY G12
Poppa Nugget,947679913,66,16,50,57234,Padme G1 5* JKA G12 Ahsoka G8 GK G7 GMY G12
Citizen Juicer,562445426,57,52,5,128189,Padme R3 JKA Ahsoka R3 GK GMY R4
Darkside Dad,551997198,40,0,40,73394,Padme G0 0* JKA G12 Ahsoka G10 GK G12 GMY R3
WastedNugget,478123696,66,23,43,59366,Padme G10 JKA G12 Ahsoka G10 GK G8 6* GMY G7
Jotar0Kujoh,973886778,38,24,14,120564,Padme R3 JKA Ahsoka G12 GK GMY G12
nate,723479542,46,12,34,79233,Padme G10 JKA G8 5* Ahsoka G12 GK G8 GMY
GeneralSkywalker,628775779,73,22,51,54581,Padme G8 JKA G9 Ahsoka G9 GK G1 GMY G12
Yabba,439127848,73,26,47,69134,Padme G1 JKA G11 Ahsoka G12 GK G8 GMY G11
Hoshiyomi Gaming,729762928,61,20,41,77902,Padme G9 JKA G11 Ahsoka G11 GK G9 6* GMY G9
GeneralBraxer'sio,773582248,67,19,48,57275,Padme G8 JKA G6 5* Ahsoka G8 GK G8 GMY G12
Obi Shinobi,399864143,37,0,37,80767,Padme G10 JKA G12 Ahsoka G11 GK G8 GMY G12
Chantelle Vetacious,842688545,0,0,0,152112,Padme JKA Ahsoka GK GMY
JadenRaven,329564557,68,1,67,49213,Padme G1 JKA G1 Ahsoka G1 GK G8 GMY G12
Δ Vitiaté Δ,634879281,0,0,0,157066,Padme JKA Ahsoka GK GMY
