Player,Ally Code,Current Gear Needed,Team
Bondforged Galeforce,284743495,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
Bondforged Galeforce,284743495,8,L1 BH: Boba Jango Cad The Mandalorian G8 Greedo G8
Marl Jewel,232792841,1,L0 Old Republic: JKR BS Jolee Mission G7 Zaalbar
Marl Jewel,232792841,1,L0 BH: Boba Jango Cad The Mandalorian Greedo G7 6*
Marl Jewel,232792841,1,L0 Tuskens: Tusken Chieftain 3* Tusken Raider Tusken Shaman Tusken Warrior 3* URoRRuR'R'R
Blackwing,654686582,6,L2 Old Republic: JKR BS G12 Jolee Mission G12 Zaalbar G12
Blackwing,654686582,3,L1 BH: Boba Jango Cad The Mandalorian Greedo G9
Pickle rick,266133985,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
LittleVoidBlue,989819754,6,L1 Old Republic: JKR BS Jolee Mission G8 Zaalbar G10
LittleVoidBlue,989819754,1,L1 BH: Boba Jango Cad The Mandalorian Greedo G11
Thedentist,234525417,5,L1 BH: Boba Jango G11 Cad The Mandalorian Greedo G8
Thedentist,234525417,1,L0 Tuskens: Tusken Chieftain 3* Tusken Raider Tusken Shaman Tusken Warrior 3* URoRRuR'R'R
Shayna Vetacious,391637392,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
Shayna Vetacious,391637392,6,L2 BH: Boba Jango G12 Cad G12 The Mandalorian Greedo G12
Shayna Vetacious,391637392,23,L0 Jawas: Nebit G7 Jawa Engineer G2 Jawa Scavenger G2 Dathcha G3 Jawa G3
Forsaken,757795424,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
Forsaken,757795424,10,L2 BH: Boba G12 Jango G12 Cad G12 The Mandalorian G12 Greedo G12
Jenks,784242554,6,L1 Old Republic: JKR BS Jolee G10 Mission G9 Zaalbar G11
Jenks,784242554,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8
Kate,483591584,6,L2 Old Republic: JKR BS Jolee G12 Mission G12 Zaalbar G12
Kate,483591584,3,L0 BH: Boba Jango Cad The Mandalorian Greedo G5
MasterJediBerlin,794111925,5,L5 Jabba: Jabba Boushh (Leia Organa) R5 Krrsantan R6 Skiff Guard (Lando Calrissian) R5 Boba
MasterJediBerlin,794111925,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
theLeskiss,626646537,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
MINI SgtGingerbeard,211844511,5,L1 Maul: Maul G10 The Mandalorian (Beskar Armor) Bo-Katan Canderous Armorer G9
MINI SgtGingerbeard,211844511,6,L2 Old Republic: JKR BS Jolee G12 Mission G12 Zaalbar G12
MINI SgtGingerbeard,211844511,8,L1 BH: Boba Jango Cad The Mandalorian G8 Greedo G8
Smashburger,776444483,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
etanium,677884492,1,L1 Maul: Maul G11 The Mandalorian (Beskar Armor) Bo-Katan Canderous Armorer
etanium,677884492,6,L2 Old Republic: JKR BS G12 Jolee Mission G12 Zaalbar G12
etanium,677884492,3,L1 BH: Boba Jango Cad The Mandalorian Greedo G9
Shelly Kuhn,818148669,2,L1 Old Republic: JKR BS Jolee G11 Mission G11 Zaalbar
mar5hmn9,294825966,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
EisOfSpades,736978576,5,L4 Old Republic: JKR BS R3 Jolee R3 Mission R4 Zaalbar
Obi Shinobi,399864143,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
Obi Shinobi,399864143,3,L1 BH: Boba Jango Cad The Mandalorian G9 Greedo
Zephyr,297528578,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
Zephyr,297528578,3,L1 BH: Boba Jango Cad The Mandalorian G9 Embo
Zephyr,297528578,5,L0 Jawas: Nebit G7 Jawa Engineer G7 Jawa Scavenger G7 Dathcha G7 Jawa G7
Zephyr,297528578,5,L0 Tuskens: Tusken Chieftain G7 3* Tusken Raider G7 Tusken Shaman G7 Tusken Warrior G7 3* URoRRuR'R'R G7
TChewy,572868341,4,L1 BH: Boba Jango Cad The Mandalorian Greedo G8 5*
OnyXavier,637663384,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
OnyXavier,637663384,5,L1 BH: Boba Jango Cad G11 The Mandalorian Greedo G8
CT 2007,347883781,6,L2 Old Republic: JKR BS Jolee G12 Mission G12 Zaalbar G12
CT 2007,347883781,7,L1 BH: Boba Jango G9 5* Cad The Mandalorian Greedo G8
Edryynn,853139141,3,L1 BH: Boba Jango Cad The Mandalorian Greedo G9
Edryynn,853139141,4,L0 Carth: Carth Onasi Mission G6 Zaalbar G6 50R-T T3-M4
Hoshiyomi Gaming,729762928,2,L6 Jabba: Jabba Boushh (Leia Organa) R7 Krrsantan Skiff Guard (Lando Calrissian) R7 Boba
Hoshiyomi Gaming,729762928,8,L2 Jawas: Nebit G12 Jawa Engineer G12 Jawa Scavenger G12 Dathcha G12 Jawa
Barraza,479721254,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
MINI Leskiss,112892133,6,L2 Old Republic: JKR BS G12 Jolee Mission G12 Zaalbar G12
Jotar0Kujoh,973886778,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
MrTomChase24,674818227,8,L2 Old Republic: JKR BS G12 Jolee G12 Mission G12 Zaalbar G12
MrTomChase24,674818227,1,L0 Tuskens: Tusken Chieftain 5* Tusken Raider G7 Tusken Shaman Tusken Warrior URoRRuR'R'R
Bills Mafia,441664365,2,L1 Old Republic: JKR BS Jolee Mission G11 Zaalbar G11
Bills Mafia,441664365,4,L1 BH: Boba Jango Cad The Mandalorian G10 Greedo G10
Coop,972228286,1,L1 Old Republic: JKR BS Jolee Mission Zaalbar G11
Coop,972228286,5,L1 BH: Boba Jango Cad G11 The Mandalorian Greedo G8
Coop,972228286,10,L2 Jawas: Nebit G12 Jawa Engineer G12 Jawa Scavenger G12 Dathcha G12 Jawa G12
Peu Trid,631967535,4,L2 Old Republic: JKR BS Jolee Mission G12 Zaalbar G12
Peu Trid,631967535,1,L0 BH: Boba Jango Cad The Mandalorian Greedo G7
